eventId_x,subEventName,tags,playerId,positions,matchId,eventName,teamId,matchPeriod,eventSec,gameweek,dateutc,wyId,label,firstName,middleName,lastName
1,Air duel,"[{'id': 703}, {'id': 1801}]",8653,"[{'y': 46, 'x': 29}, {'y': 41, 'x': 50}]",2499719,Duel,1631,1H,21.878309,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Harry ,,Maguire
1,Air duel,"[{'id': 701}, {'id': 1802}]",25413,"[{'y': 54, 'x': 71}, {'y': 59, 'x': 50}]",2499719,Duel,1609,1H,22.551816000000002,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Alexandre,,Lacazette
8,High pass,[{'id': 1802}],3560,"[{'y': 59, 'x': 50}, {'y': 69, 'x': 76}]",2499719,Pass,1609,1H,24.588310000000007,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Ignacio,,Monreal Eraso
8,Head pass,[{'id': 1801}],8653,"[{'y': 31, 'x': 24}, {'y': 15, 'x': 42}]",2499719,Pass,1631,1H,25.904248999999993,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Harry ,,Maguire
8,Head pass,[{'id': 1801}],8013,"[{'y': 15, 'x': 42}, {'y': 26, 'x': 29}]",2499719,Pass,1631,1H,27.52769599999999,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Marc,,Albrighton
8,Simple pass,[{'id': 1801}],265366,"[{'y': 26, 'x': 29}, {'y': 8, 'x': 37}]",2499719,Pass,1631,1H,29.980897999999996,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Onyinye Wilfred,,Ndidi
8,Simple pass,[{'id': 1801}],8013,"[{'y': 8, 'x': 37}, {'y': 5, 'x': 23}]",2499719,Pass,1631,1H,31.163870000000003,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Marc,,Albrighton
8,High pass,[{'id': 1802}],14853,"[{'y': 5, 'x': 23}, {'y': 19, 'x': 63}]",2499719,Pass,1631,1H,32.80561800000001,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Christian,,Fuchs
8,Head pass,[{'id': 1802}],370224,"[{'y': 81, 'x': 37}, {'y': 95, 'x': 45}]",2499719,Pass,1609,1H,35.685081999999994,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Rob,,Holding
8,Head pass,[{'id': 1801}],14763,"[{'y': 5, 'x': 55}, {'y': 22, 'x': 67}]",2499719,Pass,1631,1H,36.66126399999999,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Shinji,,Okazaki
1,Ground loose ball duel,"[{'id': 703}, {'id': 1801}]",12829,"[{'y': 22, 'x': 67}, {'y': 15, 'x': 71}]",2499719,Duel,1631,1H,38.19187400000001,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Jamie,,Vardy
1,Ground loose ball duel,"[{'id': 701}, {'id': 1802}]",0,"[{'y': 78, 'x': 33}, {'y': 85, 'x': 29}]",2499719,Duel,1609,1H,38.19187400000001,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",NA,NA,NA
8,Smart pass,"[{'id': 901}, {'id': 1802}]",14763,"[{'y': 15, 'x': 71}, {'y': 26, 'x': 81}]",2499719,Pass,1631,1H,39.94010900000001,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Shinji,,Okazaki
8,Simple pass,[{'id': 1801}],3560,"[{'y': 74, 'x': 19}, {'y': 53, 'x': 4}]",2499719,Pass,1609,1H,43.04583099999999,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Ignacio,,Monreal Eraso
8,Launch,[{'id': 1801}],7882,"[{'y': 53, 'x': 4}, {'y': 44, 'x': 40}]",2499719,Pass,1609,1H,44.425679,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Petr,,\u010cech
1,Air duel,"[{'id': 703}, {'id': 1801}]",192748,"[{'y': 56, 'x': 60}, {'y': 49, 'x': 56}]",2499719,Duel,1631,1H,47.71750800000001,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Matty,,James
1,Air duel,"[{'id': 701}, {'id': 1802}]",7945,"[{'y': 44, 'x': 40}, {'y': 51, 'x': 44}]",2499719,Duel,1609,1H,48.265872,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Daniel Nii,,Tackie Mensah Welbeck
1,Ground defending duel,"[{'id': 504}, {'id': 701}, {'id': 1802}]",149019,"[{'y': 49, 'x': 56}, {'y': 54, 'x': 45}]",2499719,Duel,1631,1H,49.18256600000001,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Danny,,Simpson
1,Ground attacking duel,"[{'id': 503}, {'id': 703}, {'id': 1801}]",7945,"[{'y': 51, 'x': 44}, {'y': 46, 'x': 55}]",2499719,Duel,1609,1H,50.33752100000001,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Daniel Nii,,Tackie Mensah Welbeck
1,Ground attacking duel,"[{'id': 501}, {'id': 703}, {'id': 1801}]",7945,"[{'y': 46, 'x': 55}, {'y': 44, 'x': 64}]",2499719,Duel,1609,1H,51.66581099999999,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Daniel Nii,,Tackie Mensah Welbeck
1,Ground defending duel,"[{'id': 502}, {'id': 701}, {'id': 1802}]",192748,"[{'y': 54, 'x': 45}, {'y': 56, 'x': 36}]",2499719,Duel,1631,1H,52.00954300000001,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Matty,,James
1,Ground defending duel,"[{'id': 502}, {'id': 1601}, {'id': 701}, {'id': 1802}]",8488,"[{'y': 56, 'x': 36}, {'y': 48, 'x': 36}]",2499719,Duel,1631,1H,52.66353599999999,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Wes,,Morgan
1,Ground attacking duel,"[{'id': 501}, {'id': 703}, {'id': 1801}]",7945,"[{'y': 44, 'x': 64}, {'y': 52, 'x': 64}]",2499719,Duel,1609,1H,53.25379799999999,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Daniel Nii,,Tackie Mensah Welbeck
2,Foul,[],8488,"[{'y': 48, 'x': 36}, {'y': 56, 'x': 36}]",2499719,Foul,1631,1H,54.36619999999999,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Wes,,Morgan
3,Free Kick,[{'id': 1801}],0,"[{'y': 44, 'x': 65}, {'y': 31, 'x': 65}]",2499719,Free Kick,1609,1H,74.73714100000001,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",NA,NA,NA
8,Simple pass,[{'id': 1801}],49876,"[{'y': 31, 'x': 65}, {'y': 13, 'x': 90}]",2499719,Pass,1609,1H,76.625696,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Granit,,Xhaka
1,Ground attacking duel,"[{'id': 502}, {'id': 703}, {'id': 1801}]",7868,"[{'y': 13, 'x': 90}, {'y': 14, 'x': 96}]",2499719,Duel,1609,1H,83.67514599999998,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Alex,,Oxlade-Chamberlain
1,Ground defending duel,"[{'id': 501}, {'id': 701}, {'id': 1802}]",149019,"[{'y': 87, 'x': 10}, {'y': 86, 'x': 4}]",2499719,Duel,1631,1H,83.706077,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Danny,,Simpson
1,Ground attacking duel,"[{'id': 501}, {'id': 703}, {'id': 1801}]",7868,"[{'y': 14, 'x': 96}, {'y': 3, 'x': 90}]",2499719,Duel,1609,1H,85.07404300000002,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Alex,,Oxlade-Chamberlain
1,Ground defending duel,"[{'id': 502}, {'id': 701}, {'id': 1802}]",0,"[{'y': 86, 'x': 4}, {'y': 97, 'x': 10}]",2499719,Duel,1631,1H,85.07404300000002,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",NA,NA,NA
8,Simple pass,[{'id': 1801}],7868,"[{'y': 3, 'x': 90}, {'y': 13, 'x': 72}]",2499719,Pass,1609,1H,86.77345700000001,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Alex,,Oxlade-Chamberlain
8,High pass,[{'id': 1801}],49876,"[{'y': 13, 'x': 72}, {'y': 86, 'x': 86}]",2499719,Pass,1609,1H,89.24938700000001,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Granit,,Xhaka
8,Simple pass,[{'id': 1801}],167145,"[{'y': 86, 'x': 86}, {'y': 71, 'x': 73}]",2499719,Pass,1609,1H,93.11554799999999,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",H\u00e9ctor,,Beller\u00edn Moruno
8,Cross,"[{'id': 301}, {'id': 402}, {'id': 801}, {'id': 1801}]",120339,"[{'y': 71, 'x': 73}, {'y': 41, 'x': 88}]",2499719,Pass,1609,1H,93.96123499999999,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Mohamed Naser,,Elsayed Elneny
10,Shot,"[{'id': 101}, {'id': 402}, {'id': 201}, {'id': 1205}, {'id': 1801}]",25413,"[{'y': 41, 'x': 88}, {'y': 0, 'x': 0}]",2499719,Shot,1609,1H,94.59578800000003,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Alexandre,,Lacazette
9,Reflexes,"[{'id': 101}, {'id': 1205}, {'id': 1802}]",8480,"[{'y': 100, 'x': 100}, {'y': 59, 'x': 12}]",2499719,Save attempt,1631,1H,96.97061400000001,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Kasper,,Schmeichel
1,Ground loose ball duel,"[{'id': 701}, {'id': 1802}]",8013,"[{'y': 6, 'x': 75}, {'y': 6, 'x': 82}]",2499719,Duel,1631,1H,147.157528,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Marc,,Albrighton
1,Ground loose ball duel,"[{'id': 703}, {'id': 1801}]",3319,"[{'y': 94, 'x': 25}, {'y': 94, 'x': 18}]",2499719,Duel,1609,1H,147.63374,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Mesut,,\u00d6zil
8,Simple pass,[{'id': 1802}],3319,"[{'y': 94, 'x': 18}, {'y': 92, 'x': 20}]",2499719,Pass,1609,1H,148.97274700000003,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Mesut,,\u00d6zil
7,Touch,[{'id': 1401}],8013,"[{'y': 8, 'x': 80}, {'y': 28, 'x': 92}]",2499719,Others on the ball,1631,1H,149.68212999999997,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Marc,,Albrighton
7,Touch,[],12829,"[{'y': 28, 'x': 92}, {'y': 27, 'x': 89}]",2499719,Others on the ball,1631,1H,151.86729000000003,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Jamie,,Vardy
1,Ground defending duel,"[{'id': 703}, {'id': 1801}]",370224,"[{'y': 73, 'x': 11}, {'y': 73, 'x': 5}]",2499719,Duel,1609,1H,152.127886,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Rob,,Holding
1,Ground attacking duel,"[{'id': 701}, {'id': 1802}]",0,"[{'y': 27, 'x': 89}, {'y': 27, 'x': 95}]",2499719,Duel,1631,1H,152.127886,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",NA,NA,NA
1,Ground defending duel,"[{'id': 701}, {'id': 1802}]",12829,"[{'y': 27, 'x': 95}, {'y': 28, 'x': 94}]",2499719,Duel,1631,1H,153.404026,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Jamie,,Vardy
1,Ground attacking duel,"[{'id': 703}, {'id': 1801}]",0,"[{'y': 73, 'x': 5}, {'y': 72, 'x': 6}]",2499719,Duel,1609,1H,153.404026,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",NA,NA,NA
7,Clearance,[{'id': 1802}],370224,"[{'y': 72, 'x': 6}, {'y': 100, 'x': 4}]",2499719,Others on the ball,1609,1H,154.63865900000002,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Rob,,Holding
5,Ball out of the field,[],0,"[{'y': 0, 'x': 96}, {'y': 100, 'x': 100}]",2499719,Interruption,1631,1H,157.045503,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",NA,NA,NA
3,Throw in,[{'id': 1801}],14853,"[{'y': 0, 'x': 94}, {'y': 41, 'x': 93}]",2499719,Free Kick,1631,1H,175.308128,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Christian,,Fuchs
1,Air duel,"[{'id': 701}, {'id': 1802}]",8488,"[{'y': 41, 'x': 93}, {'y': 52, 'x': 85}]",2499719,Duel,1631,1H,178.23953899999998,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Wes,,Morgan
1,Air duel,"[{'id': 703}, {'id': 1801}]",120339,"[{'y': 59, 'x': 7}, {'y': 48, 'x': 15}]",2499719,Duel,1609,1H,178.317724,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Mohamed Naser,,Elsayed Elneny
10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1211}, {'id': 1802}]",26150,"[{'y': 52, 'x': 85}, {'y': 100, 'x': 100}]",2499719,Shot,1631,1H,179.854785,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Riyad,,Mahrez
5,Ball out of the field,[],0,"[{'y': 38, 'x': 100}, {'y': 100, 'x': 100}]",2499719,Interruption,1631,1H,184.10022300000003,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",NA,NA,NA
3,Goal kick,[],7882,"[{'y': 0, 'x': 0}, {'y': 44, 'x': 28}]",2499719,Free Kick,1609,1H,196.06685900000002,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Petr,,\u010cech
8,Simple pass,[{'id': 1801}],120339,"[{'y': 44, 'x': 28}, {'y': 47, 'x': 43}]",2499719,Pass,1609,1H,198.85002100000003,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Mohamed Naser,,Elsayed Elneny
1,Ground defending duel,"[{'id': 501}, {'id': 701}, {'id': 1802}]",8488,"[{'y': 53, 'x': 57}, {'y': 55, 'x': 55}]",2499719,Duel,1631,1H,200.55237599999998,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Wes,,Morgan
1,Ground attacking duel,"[{'id': 502}, {'id': 703}, {'id': 1801}]",3319,"[{'y': 47, 'x': 43}, {'y': 45, 'x': 45}]",2499719,Duel,1609,1H,200.862749,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Mesut,,\u00d6zil
2,Foul,[],8488,"[{'y': 55, 'x': 55}, {'y': 53, 'x': 57}]",2499719,Foul,1631,1H,202.040527,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Wes,,Morgan
3,Free Kick,[{'id': 1801}],49876,"[{'y': 31, 'x': 39}, {'y': 61, 'x': 50}]",2499719,Free Kick,1609,1H,214.312946,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Granit,,Xhaka
8,Simple pass,[{'id': 1801}],120339,"[{'y': 61, 'x': 50}, {'y': 43, 'x': 45}]",2499719,Pass,1609,1H,215.98235899999997,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Mohamed Naser,,Elsayed Elneny
8,High pass,[{'id': 1802}],49876,"[{'y': 43, 'x': 45}, {'y': 86, 'x': 47}]",2499719,Pass,1609,1H,217.803357,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Granit,,Xhaka
8,Simple pass,"[{'id': 1901}, {'id': 1401}, {'id': 1801}]",8013,"[{'y': 14, 'x': 53}, {'y': 7, 'x': 85}]",2499719,Pass,1631,1H,220.782446,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Marc,,Albrighton
1,Ground defending duel,"[{'id': 501}, {'id': 701}, {'id': 1802}]",3560,"[{'y': 93, 'x': 15}, {'y': 90, 'x': 4}]",2499719,Duel,1609,1H,226.31321400000002,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Ignacio,,Monreal Eraso
1,Ground attacking duel,"[{'id': 1901}, {'id': 502}, {'id': 703}, {'id': 1801}]",12829,"[{'y': 7, 'x': 85}, {'y': 10, 'x': 96}]",2499719,Duel,1631,1H,227.006908,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Jamie,,Vardy
8,Cross,"[{'id': 1901}, {'id': 401}, {'id': 2101}, {'id': 1802}]",12829,"[{'y': 10, 'x': 96}, {'y': 100, 'x': 100}]",2499719,Pass,1631,1H,228.76425799999998,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Jamie,,Vardy
7,Touch,[{'id': 1401}],3560,"[{'y': 77, 'x': 3}, {'y': 84, 'x': 18}]",2499719,Others on the ball,1609,1H,230.80848600000002,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Ignacio,,Monreal Eraso
8,Simple pass,[{'id': 1801}],167145,"[{'y': 84, 'x': 18}, {'y': 95, 'x': 23}]",2499719,Pass,1609,1H,232.53819900000002,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",H\u00e9ctor,,Beller\u00edn Moruno
1,Ground attacking duel,"[{'id': 2001}, {'id': 701}, {'id': 1802}]",3319,"[{'y': 95, 'x': 23}, {'y': 90, 'x': 8}]",2499719,Duel,1609,1H,233.70948900000002,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Mesut,,\u00d6zil
1,Ground defending duel,"[{'id': 703}, {'id': 1801}]",14853,"[{'y': 5, 'x': 77}, {'y': 10, 'x': 92}]",2499719,Duel,1631,1H,233.74561,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Christian,,Fuchs
8,Cross,"[{'id': 401}, {'id': 1801}]",14853,"[{'y': 10, 'x': 92}, {'y': 37, 'x': 93}]",2499719,Pass,1631,1H,235.809436,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Christian,,Fuchs
1,Ground loose ball duel,"[{'id': 702}, {'id': 1801}]",14763,"[{'y': 37, 'x': 93}, {'y': 0, 'x': 100}]",2499719,Duel,1631,1H,236.935247,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Shinji,,Okazaki
1,Ground loose ball duel,"[{'id': 702}, {'id': 1801}]",14869,"[{'y': 63, 'x': 7}, {'y': 100, 'x': 0}]",2499719,Duel,1609,1H,237.110293,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Sead,,Kola\u0161inac
5,Ball out of the field,[],0,"[{'y': 29, 'x': 100}, {'y': 100, 'x': 100}]",2499719,Interruption,1631,1H,239.67726199999998,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",NA,NA,NA
3,Corner,[{'id': 1801}],8013,"[{'y': 0, 'x': 100}, {'y': 6, 'x': 91}]",2499719,Free Kick,1631,1H,247.13447000000002,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Marc,,Albrighton
8,Simple pass,[{'id': 1801}],14853,"[{'y': 6, 'x': 91}, {'y': 15, 'x': 77}]",2499719,Pass,1631,1H,249.17341599999997,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Christian,,Fuchs
8,Cross,"[{'id': 402}, {'id': 801}, {'id': 1802}]",8013,"[{'y': 15, 'x': 77}, {'y': 100, 'x': 100}]",2499719,Pass,1631,1H,251.06831899999997,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Marc,,Albrighton
4,Goalkeeper leaving line,[],7882,"[{'y': 0, 'x': 0}, {'y': 85, 'x': 23}]",2499719,Goalkeeper leaving line,1609,1H,252.848204,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Petr,,\u010cech
8,Head pass,"[{'id': 301}, {'id': 1801}]",8653,"[{'y': 66, 'x': 97}, {'y': 52, 'x': 96}]",2499719,Pass,1631,1H,252.93102399999998,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Harry ,,Maguire
1,Air duel,"[{'id': 701}, {'id': 1802}]",49876,"[{'y': 48, 'x': 4}, {'y': 48, 'x': 4}]",2499719,Duel,1609,1H,253.89308599999998,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Granit,,Xhaka
1,Air duel,"[{'id': 703}, {'id': 1801}]",14763,"[{'y': 52, 'x': 96}, {'y': 52, 'x': 96}]",2499719,Duel,1631,1H,254.03630800000002,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Shinji,,Okazaki
10,Shot,"[{'id': 101}, {'id': 403}, {'id': 201}, {'id': 1207}, {'id': 1801}]",14763,"[{'y': 52, 'x': 96}, {'y': 100, 'x': 100}]",2499719,Shot,1631,1H,254.745027,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Shinji,,Okazaki
9,Reflexes,"[{'id': 101}, {'id': 1207}, {'id': 1802}]",7882,"[{'y': 0, 'x': 0}, {'y': 48, 'x': 4}]",2499719,Save attempt,1609,1H,256.547834,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Petr,,\u010cech
8,High pass,[{'id': 1802}],370224,"[{'y': 85, 'x': 35}, {'y': 70, 'x': 86}]",2499719,Pass,1609,1H,320.235462,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Rob,,Holding
7,Touch,[{'id': 1302}],14853,"[{'y': 30, 'x': 14}, {'y': 31, 'x': 6}]",2499719,Others on the ball,1631,1H,322.227608,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Christian,,Fuchs
7,Touch,[],8480,"[{'y': 31, 'x': 6}, {'y': 41, 'x': 16}]",2499719,Others on the ball,1631,1H,324.62300700000003,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Kasper,,Schmeichel
8,High pass,[{'id': 1801}],8480,"[{'y': 41, 'x': 16}, {'y': 9, 'x': 62}]",2499719,Pass,1631,1H,340.684982,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Kasper,,Schmeichel
8,Head pass,[{'id': 1801}],14853,"[{'y': 9, 'x': 62}, {'y': 33, 'x': 72}]",2499719,Pass,1631,1H,342.852928,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Christian,,Fuchs
1,Air duel,"[{'id': 703}, {'id': 1801}]",370224,"[{'y': 67, 'x': 28}, {'y': 50, 'x': 47}]",2499719,Duel,1609,1H,344.968625,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Rob,,Holding
1,Air duel,"[{'id': 701}, {'id': 1802}]",12829,"[{'y': 33, 'x': 72}, {'y': 50, 'x': 53}]",2499719,Duel,1631,1H,344.97733300000004,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Jamie,,Vardy
1,Ground attacking duel,"[{'id': 701}, {'id': 1802}]",7945,"[{'y': 50, 'x': 47}, {'y': 47, 'x': 53}]",2499719,Duel,1609,1H,346.556014,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",Daniel Nii,,Tackie Mensah Welbeck
1,Ground defending duel,"[{'id': 703}, {'id': 1801}]",0,"[{'y': 50, 'x': 53}, {'y': 53, 'x': 47}]",2499719,Duel,1631,1H,346.556014,1,2017-08-11 18:45:00,2499719,"Arsenal - Leicester City, 4 - 3",NA,NA,NA
